enemy_marines,predictor_marines,reward,enemy_minerals,enemy_gas,enemy_workers,enemy_military_units,enemy_buildings,enemy_attack_time,enemy_strategy,enemy_damage_inflicted,enemy_opponent_resources,enemy_result
3,7,-1,50,0,12,0,1,[9216],defense,45,0,0
8,4,-1,50,0,12,0,1,[10240],attack,1021,0,0
7,4,1,50,0,12,0,1,[12288],attack,0,0,1
1,7,-1,50,0,12,0,1,[6144],defense,61,0,0
9,3,1,50,0,12,0,1,[14336],attack,0,0,1
7,4,1,50,0,12,0,1,[12288],attack,2,0,1
1,7,-1,50,0,12,0,1,[6144],defense,276,0,0
9,8,1,50,0,12,0,1,[13312],attack,253,0,1
6,7,1,50,0,12,0,1,[12288],attack,52,0,1
5,3,-1,50,0,12,0,1,[10240],attack,1837,0,0
10,3,1,50,0,12,0,1,[14336],attack,45,0,1
10,3,1,50,0,12,0,1,[14336],attack,0,0,1
2,10,-1,50,0,12,0,1,[8192],defense,1950,0,0
3,5,-1,50,0,12,0,1,[5120],defense,280,0,0
1,5,-1,50,0,12,0,1,[5120],defense,430,0,0
4,2,1,50,0,12,0,1,[8192],defense,0,0,1
7,2,1,50,0,12,0,1,[14336],attack,12,0,1
4,6,-1,50,0,12,0,1,[5120],defense,1118,0,0
4,5,1,50,0,12,0,1,[9216],defense,168,0,1
8,1,1,50,0,12,0,1,[13312],attack,162,0,1
2,10,-1,50,0,12,0,1,[5120],defense,277,0,0
2,6,-1,50,0,12,0,1,[7168],defense,1446,0,0
9,8,1,50,0,12,0,1,[11264],attack,145,0,1
7,10,-1,50,0,12,0,1,[12288],defense,270,0,0
2,6,-1,50,0,12,0,1,[7168],defense,1372,0,0
10,3,1,50,0,12,0,1,[13312],attack,35,0,1
10,5,1,50,0,12,0,1,[14336],attack,2,0,1
1,10,-1,50,0,12,0,1,[5120],defense,321,0,0
4,5,-1,50,0,12,0,1,[8192],defense,757,0,0
7,10,-1,50,0,12,0,1,[12288],attack,149,0,0
8,8,1,50,0,12,0,1,[12288],attack,0,0,1
9,7,1,50,0,12,0,1,[10240],attack,0,0,1
7,10,-1,50,0,12,0,1,[11264],attack,1235,0,0
3,9,-1,50,0,12,0,1,[7168],defense,241,0,0
9,10,1,50,0,12,0,1,[9216],defense,104,0,1
4,2,1,50,0,12,0,1,[8192],defense,0,0,1
8,7,-1,50,0,12,0,1,[10240],attack,1396,0,0
2,9,-1,50,0,12,0,1,[7168],defense,97,0,0
5,10,-1,50,0,12,0,1,[9216],defense,274,0,1
8,8,1,50,0,12,0,1,[14336],attack,14,0,1
8,4,1,50,0,12,0,1,[12288],attack,21,0,1
1,7,-1,50,0,12,0,1,[7168],defense,119,0,0
4,3,1,50,0,12,0,1,[9216],defense,49,0,1
9,8,1,50,0,12,0,1,[13312],attack,69,0,0
4,10,-1,50,0,12,0,1,[8192],defense,339,0,0
3,1,1,50,0,12,0,1,[8192],defense,35,0,1
2,9,-1,50,0,12,0,1,[5120],defense,741,0,0
4,2,1,50,0,12,0,1,[8192],defense,57,0,1
5,2,1,50,0,12,0,1,[8192],defense,108,0,1
4,1,1,50,0,12,0,1,[10240],attack,0,0,1
3,6,-1,50,0,12,0,1,[6144],defense,951,0,0
4,7,-1,50,0,12,0,1,[6144],defense,225,0,1
4,8,-1,50,0,12,0,1,[8192],defense,121,0,0
3,1,1,50,0,12,0,1,[7168],defense,696,0,1
9,3,1,50,0,12,0,1,[14336],attack,0,0,1
1,7,-1,50,0,12,0,1,[6144],defense,384,0,0
1,7,-1,50,0,12,0,1,[5120],defense,174,0,0
8,1,1,50,0,12,0,1,[14336],attack,0,0,1
3,8,-1,50,0,12,0,1,[7168],defense,283,0,0
3,3,1,50,0,12,0,1,[5120],attack,389,0,1
10,3,1,50,0,12,0,1,[14336],attack,16,0,1
3,5,-1,50,0,12,0,1,[7168],defense,1011,0,0
1,7,-1,50,0,12,0,1,[6144],defense,109,0,0
2,8,-1,50,0,12,0,1,[7168],defense,392,0,0
4,1,1,50,0,12,0,1,[8192],defense,105,0,1
5,5,1,50,0,12,0,1,[10240],defense,74,0,1
3,10,-1,50,0,12,0,1,[9216],defense,1012,0,0
2,9,-1,50,0,12,0,1,[7168],defense,1765,0,0
8,4,1,50,0,12,0,1,[14336],attack,33,0,1
4,10,-1,50,0,12,0,1,[8192],defense,1966,0,0
2,7,-1,50,0,12,0,1,[5120],defense,1366,0,0
2,7,-1,50,0,12,0,1,[5120],defense,1691,0,0
8,7,1,50,0,12,0,1,[14336],attack,36,0,1
9,5,1,50,0,12,0,1,[14336],attack,38,0,1
2,7,-1,50,0,12,0,1,[6144],defense,1402,0,0
1,3,-1,50,0,12,0,1,[9216],defense,1305,0,0
10,3,1,50,0,12,0,1,[9216],defense,0,0,1
5,3,1,50,0,12,0,1,[8192],defense,0,0,1
9,5,1,50,0,12,0,1,[14336],attack,7,0,1
9,1,1,50,0,12,0,1,[14336],attack,51,0,1
9,5,1,50,0,12,0,1,[14336],attack,29,0,1
8,8,1,50,0,12,0,1,[13312],attack,70,0,1
3,10,-1,50,0,12,0,1,[5120],defense,1693,0,0
8,7,-1,50,0,12,0,1,[7168],attack,270,0,0
2,7,1,50,0,12,0,1,[6144],attack,0,0,0
9,3,1,50,0,12,0,1,[10240],attack,0,0,1
8,7,1,50,0,12,0,1,[11264],attack,0,0,1
1,5,-1,50,0,12,0,1,[5120],defense,1682,0,0
8,8,1,50,0,12,0,1,[13312],attack,0,0,1
8,5,1,50,0,12,0,1,[13312],attack,5,0,1
3,3,-1,50,0,12,0,1,[7168],defense,1133,0,0
3,1,-1,50,0,12,0,1,[6144],defense,121,0,0
2,3,-1,50,0,12,0,1,[6144],defense,522,0,0
2,7,-1,50,0,12,0,1,[6144],defense,237,0,0
4,7,-1,50,0,12,0,1,[9216],defense,1601,0,0
5,10,-1,50,0,12,0,1,[8192],defense,1530,0,0
4,1,1,50,0,12,0,1,[9216],defense,42,0,1
9,1,1,50,0,12,0,1,[11264],attack,0,0,1
4,3,1,50,0,12,0,1,[9216],defense,699,0,1
9,9,1,50,0,12,0,1,[10240],attack,49,0,1
8,2,1,50,0,12,0,1,[11264],attack,131,0,1
1,5,-1,50,0,12,0,1,[5120],defense,1140,0,0
7,7,-1,50,0,12,0,1,[11264],attack,177,0,0
2,5,-1,50,0,12,0,1,[6144],defense,2448,0,0
7,10,-1,50,0,12,0,1,[12288],attack,96,0,0
10,2,1,50,0,12,0,1,[14336],attack,105,0,1
10,5,1,50,0,12,0,1,[14336],attack,0,0,1
3,4,-1,50,0,12,0,1,[8192],defense,1799,0,0
8,4,1,50,0,12,0,1,[12288],attack,0,0,1
6,8,1,50,0,12,0,1,[11264],attack,178,0,1
3,5,-1,50,0,12,0,1,[7168],defense,1050,0,0
9,5,1,50,0,12,0,1,[14336],attack,0,0,1
8,9,1,50,0,12,0,1,[12288],attack,125,0,1
3,3,-1,50,0,12,0,1,[8192],defense,1642,0,0
3,9,-1,50,0,12,0,1,[7168],defense,192,0,0
7,10,1,50,0,12,0,1,[12288],attack,62,0,1
3,2,-1,50,0,12,0,1,[8192],defense,1501,0,0
2,10,-1,50,0,12,0,1,[7168],defense,67,0,0
9,4,1,50,0,12,0,1,[14336],attack,0,0,1
5,5,1,50,0,12,0,1,[9216],defense,96,0,1
4,7,-1,50,0,12,0,1,[7168],defense,2308,0,0
8,9,-1,50,0,12,0,1,[12288],attack,80,0,0
3,7,-1,50,0,12,0,1,[8192],defense,0,0,0
6,3,1,50,0,12,0,1,[9216],defense,32,0,1
7,10,-1,50,0,12,0,1,[13312],defense,313,0,0
3,9,-1,50,0,12,0,1,[7168],defense,2029,0,0
8,9,-1,50,0,12,0,1,[12288],attack,1191,0,0
7,7,1,50,0,12,0,1,[12288],attack,1434,0,1
4,5,1,50,0,12,0,1,[5120],defense,0,0,1
3,7,-1,50,0,12,0,1,[6144],defense,271,0,0
9,8,1,50,0,12,0,1,[9216],defense,90,0,0
1,6,-1,50,0,12,0,1,[6144],defense,619,0,0
6,1,1,50,0,12,0,1,[9216],defense,70,0,1
6,4,1,50,0,12,0,1,[11264],attack,0,0,1
8,7,-1,50,0,12,0,1,[10240],attack,978,0,0
2,10,-1,50,0,12,0,1,[5120],defense,321,0,0
5,1,1,50,0,12,0,1,[8192],defense,0,0,1
10,5,1,50,0,12,0,1,[14336],attack,0,0,1
9,8,-1,50,0,12,0,1,[7168],defense,205,0,0
9,1,1,50,0,12,0,1,[11264],attack,4,0,1
9,5,1,50,0,12,0,1,[14336],attack,0,0,1
2,7,-1,50,0,12,0,1,[5120],defense,286,0,0
9,5,1,50,0,12,0,1,[8192],defense,46,0,1
4,10,-1,50,0,12,0,1,[8192],defense,568,0,0
3,2,1,50,0,12,0,1,[8192],defense,2,0,1
9,10,-1,50,0,12,0,1,[13312],attack,219,0,1
9,3,1,50,0,12,0,1,[14336],attack,0,0,1
3,1,1,50,0,12,0,1,[8192],defense,118,0,1
8,4,1,50,0,12,0,1,[13312],attack,15,0,1
10,1,1,50,0,12,0,1,[14336],attack,0,0,1
8,9,1,50,0,12,0,1,[11264],attack,0,0,1
5,2,1,50,0,12,0,1,[9216],defense,0,0,1
3,5,-1,50,0,12,0,1,[6144],defense,908,0,0
3,10,-1,50,0,12,0,1,[8192],defense,269,0,0
10,3,1,50,0,12,0,1,[14336],attack,10,0,1
1,10,-1,50,0,12,0,1,[9216],defense,594,0,0
8,4,1,50,0,12,0,1,[14336],attack,0,0,1
1,7,-1,50,0,12,0,1,[5120],defense,296,0,0
7,4,1,50,0,12,0,1,[9216],attack,26,0,1
8,8,1,50,0,12,0,1,[11264],attack,176,0,1
8,2,1,50,0,12,0,1,[12288],attack,115,0,1
4,2,1,50,0,12,0,1,[12288],defense,22,0,1
2,5,-1,50,0,12,0,1,[5120],defense,2134,0,0
2,5,-1,50,0,12,0,1,[5120],defense,1616,0,0
9,5,1,50,0,12,0,1,[14336],attack,7,0,1
9,9,1,50,0,12,0,1,[9216],attack,0,0,1
2,9,-1,50,0,12,0,1,[7168],defense,551,0,0
8,1,1,50,0,12,0,1,[12288],attack,0,0,1
3,6,-1,50,0,12,0,1,[7168],defense,200,0,0
4,9,-1,50,0,12,0,1,[7168],defense,1486,0,0
8,2,1,50,0,12,0,1,[13312],attack,0,0,1
4,7,-1,50,0,12,0,1,[8192],defense,260,0,0
8,4,1,50,0,12,0,1,[12288],attack,0,0,1
7,10,-1,50,0,12,0,1,[12288],attack,1593,0,0
3,1,-1,50,0,12,0,1,[8192],defense,1865,0,0
3,7,-1,50,0,12,0,1,[10240],attack,767,0,0
2,10,-1,50,0,12,0,1,[5120],attack,2448,0,0
3,7,-1,50,0,12,0,1,[10240],attack,866,0,0
9,3,1,50,0,12,0,1,[14336],attack,66,0,1
6,10,-1,50,0,12,0,1,[12288],attack,927,0,0
8,4,1,50,0,12,0,1,[10240],attack,92,0,1
8,1,1,50,0,12,0,1,[14336],attack,0,0,1
4,3,-1,50,0,12,0,1,[8192],defense,0,0,0
9,10,-1,50,0,12,0,1,[13312],attack,177,0,0
8,10,-1,50,0,12,0,1,[12288],attack,167,0,0
8,7,1,50,0,12,0,1,[14336],attack,4,0,1
3,6,-1,50,0,12,0,1,[7168],defense,183,0,0
8,7,1,50,0,12,0,1,[10240],attack,127,0,1
10,5,1,50,0,12,0,1,[14336],attack,0,0,1
4,3,-1,50,0,12,0,1,[10240],attack,1060,0,1
5,2,-1,50,0,12,0,1,[8192],defense,113,0,0
8,7,1,50,0,12,0,1,[14336],attack,0,0,1
4,7,-1,50,0,12,0,1,[7168],defense,1434,0,0
3,4,-1,50,0,12,0,1,[6144],defense,725,0,0
8,8,-1,50,0,12,0,1,[10240],attack,2448,0,0
2,4,-1,50,0,12,0,1,[8192],defense,252,0,0
2,7,-1,50,0,12,0,1,[6144],defense,1444,0,0
8,5,1,50,0,12,0,1,[9216],defense,13,0,1
5,3,1,50,0,12,0,1,[14336],attack,0,0,1
7,9,-1,50,0,12,0,1,[12288],attack,94,0,0
9,8,1,50,0,12,0,1,[11264],attack,123,0,1
7,10,-1,50,0,12,0,1,[12288],attack,91,0,0
9,1,1,50,0,12,0,1,[8192],attack,31,0,1
5,3,1,50,0,12,0,1,[9216],defense,0,0,1
7,8,-1,50,0,12,0,1,[12288],defense,212,0,0
3,3,-1,50,0,12,0,1,[9216],defense,322,0,0
3,5,-1,50,0,12,0,1,[7168],defense,1568,0,0
7,10,-1,50,0,12,0,1,[11264],attack,233,0,0
7,4,-1,50,0,12,0,1,[12288],attack,150,0,1
9,10,-1,50,0,12,0,1,[13312],attack,232,0,0
5,6,-1,50,0,12,0,1,[10240],defense,1195,0,0
3,10,-1,50,0,12,0,1,[8192],defense,1633,0,0
7,2,1,50,0,12,0,1,[12288],attack,9,0,1
5,5,1,50,0,12,0,1,[9216],defense,48,0,1
3,3,-1,50,0,12,0,1,[5120],defense,185,0,0
3,2,1,50,0,12,0,1,[8192],defense,57,0,1
10,3,1,50,0,12,0,1,[14336],attack,0,0,1
2,5,-1,50,0,12,0,1,[6144],defense,941,0,0
8,3,1,50,0,12,0,1,[11264],attack,1046,0,0
3,7,-1,50,0,12,0,1,[10240],defense,1680,0,0
9,8,1,50,0,12,0,1,[13312],attack,21,0,1
9,4,1,50,0,12,0,1,[14336],attack,0,0,1
1,7,-1,50,0,12,0,1,[11264],defense,1143,0,0
3,8,-1,50,0,12,0,1,[6144],defense,537,0,0
3,8,-1,50,0,12,0,1,[8192],defense,316,0,0
2,8,-1,50,0,12,0,1,[7168],defense,209,0,0
9,3,1,50,0,12,0,1,[12288],attack,0,0,1
4,5,-1,50,0,12,0,1,[8192],defense,179,0,0
5,4,1,50,0,12,0,1,[9216],defense,0,0,1
7,3,1,50,0,12,0,1,[9216],defense,0,0,1
5,1,-1,50,0,12,0,1,[8192],defense,155,0,1
8,7,-1,50,0,12,0,1,[10240],attack,810,0,0
10,7,1,50,0,12,0,1,[14336],attack,0,0,1
7,4,1,50,0,12,0,1,[11264],attack,18,0,1
5,1,1,50,0,12,0,1,[9216],defense,91,0,1
8,10,1,50,0,12,0,1,[12288],attack,141,0,0
5,10,-1,50,0,12,0,1,[8192],defense,377,0,0
7,10,-1,50,0,12,0,1,[12288],attack,62,0,0
3,7,-1,50,0,12,0,1,[9216],defense,230,0,0
4,6,-1,50,0,12,0,1,[10240],defense,728,0,0
4,2,-1,50,0,12,0,1,[8192],defense,170,0,1
2,7,-1,50,0,12,0,1,[6144],defense,1617,0,0
7,7,1,50,0,12,0,1,[11264],attack,0,0,1
2,7,-1,50,0,12,0,1,[8192],defense,1099,0,0
3,5,1,50,0,12,0,1,[5120],defense,1267,0,0
3,4,-1,50,0,12,0,1,[10240],defense,106,0,0
8,1,1,50,0,12,0,1,[8192],attack,0,0,1
4,9,-1,50,0,12,0,1,[7168],defense,81,0,0
8,9,1,50,0,12,0,1,[12288],attack,27,0,1
6,10,-1,50,0,12,0,1,[11264],attack,114,0,0
4,6,-1,50,0,12,0,1,[7168],defense,1081,0,0
7,7,-1,50,0,12,0,1,[11264],attack,156,0,0
8,10,-1,50,0,12,0,1,[12288],defense,442,0,0
8,9,1,50,0,12,0,1,[13312],attack,0,0,1
3,4,-1,50,0,12,0,1,[7168],defense,1990,0,0
8,7,-1,50,0,12,0,1,[10240],attack,1390,0,0
4,4,1,50,0,12,0,1,[14336],attack,1717,0,1
7,2,-1,50,0,12,0,1,[12288],attack,69,0,1
4,10,-1,50,0,12,0,1,[9216],defense,113,0,0
6,9,-1,50,0,12,0,1,[12288],attack,1650,0,0
5,10,1,50,0,12,0,1,[9216],defense,148,0,1
7,1,-1,50,0,12,0,1,[10240],attack,1450,0,0
8,5,1,50,0,12,0,1,[12288],attack,158,0,1
4,5,1,50,0,12,0,1,[5120],defense,588,0,0
8,4,1,50,0,12,0,1,[12288],attack,98,0,1
4,5,-1,50,0,12,0,1,[7168],defense,1480,0,0
3,7,-1,50,0,12,0,1,[8192],defense,0,0,0
8,3,1,50,0,12,0,1,[11264],attack,79,0,1
8,2,1,50,0,12,0,1,[12288],attack,0,0,1
5,3,1,50,0,12,0,1,[9216],defense,1266,0,1
4,3,1,50,0,12,0,1,[9216],defense,0,0,1
8,3,1,50,0,12,0,1,[14336],attack,0,0,1
2,8,-1,50,0,12,0,1,[7168],defense,138,0,0
4,1,1,50,0,12,0,1,[7168],defense,78,0,0
4,5,-1,50,0,12,0,1,[9216],defense,1007,0,0
3,8,-1,50,0,12,0,1,[7168],defense,331,0,0
8,2,1,50,0,12,0,1,[13312],attack,171,0,1
9,10,-1,50,0,12,0,1,[11264],attack,824,0,0
3,6,-1,50,0,12,0,1,[7168],defense,1738,0,0
9,1,1,50,0,12,0,1,[14336],attack,0,0,1
6,1,1,50,0,12,0,1,[8192],defense,0,0,1
2,10,-1,50,0,12,0,1,[7168],defense,114,0,0
8,9,1,50,0,12,0,1,[13312],attack,757,0,1
3,8,-1,50,0,12,0,1,[7168],defense,393,0,0
4,3,1,50,0,12,0,1,[14336],attack,92,0,1
1,8,-1,50,0,12,0,1,[6144],defense,874,0,0
7,4,1,50,0,12,0,1,[11264],attack,34,0,1
3,5,-1,50,0,12,0,1,[8192],defense,846,0,0
9,8,1,50,0,12,0,1,[13312],attack,119,0,1
7,10,-1,50,0,12,0,1,[12288],attack,1047,0,0
9,2,1,50,0,12,0,1,[14336],attack,0,0,1
8,1,1,50,0,12,0,1,[11264],attack,124,0,1
2,8,-1,50,0,12,0,1,[6144],attack,535,0,0
3,9,-1,50,0,12,0,1,[5120],defense,315,0,0
3,10,-1,50,0,12,0,1,[8192],defense,1419,0,0
7,9,1,50,0,12,0,1,[12288],attack,75,0,1
6,1,1,50,0,12,0,1,[11264],attack,0,0,1
3,9,-1,50,0,12,0,1,[7168],defense,204,0,0
8,9,-1,50,0,12,0,1,[12288],attack,0,0,0
9,8,1,50,0,12,0,1,[13312],attack,0,0,1
10,5,1,50,0,12,0,1,[13312],attack,0,0,1
6,7,-1,50,0,12,0,1,[10240],attack,624,0,0
3,10,-1,50,0,12,0,1,[9216],defense,459,0,0
9,3,1,50,0,12,0,1,[14336],attack,50,0,1
6,7,-1,50,0,12,0,1,[11264],attack,0,0,0
10,3,1,50,0,12,0,1,[14336],attack,0,0,1
4,1,1,50,0,12,0,1,[14336],defense,0,0,1
4,8,-1,50,0,12,0,1,[7168],defense,439,0,0
1,9,-1,50,0,12,0,1,[7168],defense,708,0,0
2,5,-1,50,0,12,0,1,[7168],defense,618,0,0
7,7,-1,50,0,12,0,1,[8192],defense,171,0,0
4,9,-1,50,0,12,0,1,[9216],defense,496,0,0
9,3,1,50,0,12,0,1,[14336],attack,0,0,1
1,10,-1,50,0,12,0,1,[5120],defense,83,0,0
3,7,-1,50,0,12,0,1,[7168],defense,116,0,0
1,10,-1,50,0,12,0,1,[5120],defense,420,0,0
5,4,-1,50,0,12,0,1,[8192],defense,2263,0,0
2,10,-1,50,0,12,0,1,[5120],defense,360,0,0
2,5,-1,50,0,12,0,1,[6144],defense,1887,0,0
5,1,1,50,0,12,0,1,[9216],attack,0,0,1
4,9,1,50,0,12,0,1,[7168],defense,0,0,1
4,1,-1,50,0,12,0,1,[7168],defense,1294,0,0
5,5,1,50,0,12,0,1,[9216],defense,0,0,1
4,3,1,50,0,12,0,1,[9216],defense,0,0,1
8,3,1,50,0,12,0,1,[10240],attack,15,0,1
3,1,1,50,0,12,0,1,[11264],attack,13,0,1
9,5,1,50,0,12,0,1,[14336],attack,79,0,1
2,5,-1,50,0,12,0,1,[6144],defense,733,0,0
3,6,1,50,0,12,0,1,[8192],defense,133,0,0
9,1,1,50,0,12,0,1,[10240],attack,2,0,1
2,2,-1,50,0,12,0,1,[7168],defense,1906,0,0
8,4,1,50,0,12,0,1,[14336],attack,0,0,1
3,1,1,50,0,12,0,1,[8192],defense,0,0,1
3,1,-1,50,0,12,0,1,[5120],defense,48,0,0
5,5,-1,50,0,12,0,1,[8192],defense,1768,0,0
3,8,-1,50,0,12,0,1,[5120],defense,458,0,0
5,5,-1,50,0,12,0,1,[5120],attack,2351,0,0
10,5,1,50,0,12,0,1,[14336],attack,0,0,1
4,5,-1,50,0,12,0,1,[6144],defense,1373,0,0
5,4,-1,50,0,12,0,1,[7168],defense,73,0,0
4,2,1,50,0,12,0,1,[9216],defense,0,0,1
3,5,-1,50,0,12,0,1,[5120],defense,1515,0,0
3,6,-1,50,0,12,0,1,[7168],defense,704,0,0
6,2,1,50,0,12,0,1,[9216],defense,0,0,1
4,3,-1,50,0,12,0,1,[10240],attack,1064,0,0
1,5,-1,50,0,12,0,1,[7168],defense,407,0,0
2,8,-1,50,0,12,0,1,[5120],defense,362,0,0
1,10,-1,50,0,12,0,1,[5120],defense,344,0,0
3,6,-1,50,0,12,0,1,[7168],defense,751,0,0
3,10,-1,50,0,12,0,1,[9216],defense,1877,0,0
9,4,1,50,0,12,0,1,[13312],attack,0,0,1
7,8,-1,50,0,12,0,1,[11264],attack,161,0,0
3,5,-1,50,0,12,0,1,[8192],defense,1400,0,0
7,10,-1,50,0,12,0,1,[12288],attack,135,0,0
4,8,-1,50,0,12,0,1,[8192],defense,419,0,0
2,4,-1,50,0,12,0,1,[5120],defense,1146,0,0
8,1,1,50,0,12,0,1,[13312],attack,38,0,1
4,3,-1,50,0,12,0,1,[8192],defense,1008,0,0
8,9,1,50,0,12,0,1,[12288],attack,0,0,1
9,2,1,50,0,12,0,1,[12288],attack,0,0,1
3,8,-1,50,0,12,0,1,[7168],defense,293,0,0
8,5,1,50,0,12,0,1,[12288],attack,49,0,1
9,5,1,50,0,12,0,1,[12288],attack,63,0,1
7,4,1,50,0,12,0,1,[11264],attack,0,0,1
9,3,1,50,0,12,0,1,[14336],attack,8,0,1
9,3,1,50,0,12,0,1,[11264],attack,77,0,1
8,9,1,50,0,12,0,1,[12288],attack,0,0,1
2,1,1,50,0,12,0,1,[8192],defense,74,0,1
7,9,-1,50,0,12,0,1,[12288],attack,0,0,0
8,7,-1,50,0,12,0,1,[12288],attack,1049,0,0
3,2,-1,50,0,12,0,1,[10240],attack,893,0,0
4,1,-1,50,0,12,0,1,[7168],defense,196,0,0
9,8,1,50,0,12,0,1,[14336],attack,0,0,1
4,9,-1,50,0,12,0,1,[7168],defense,0,0,0
10,5,1,50,0,12,0,1,[13312],attack,0,0,1
8,8,-1,50,0,12,0,1,[7168],attack,215,0,0
10,5,1,50,0,12,0,1,[14336],attack,0,0,1
8,10,-1,50,0,12,0,1,[10240],attack,1518,0,0
10,5,1,50,0,12,0,1,[13312],attack,0,0,1
2,9,-1,50,0,12,0,1,[7168],defense,1743,0,0
8,7,1,50,0,12,0,1,[13312],attack,0,0,1
2,8,-1,50,0,12,0,1,[7168],defense,1756,0,0
3,4,1,50,0,12,0,1,[8192],defense,101,0,1
3,7,-1,50,0,12,0,1,[6144],defense,194,0,0
5,10,-1,50,0,12,0,1,[9216],defense,299,0,0
4,1,-1,50,0,12,0,1,[8192],defense,947,0,0
4,8,-1,50,0,12,0,1,[9216],defense,322,0,0
3,2,-1,50,0,12,0,1,[8192],defense,1557,0,0
2,2,-1,50,0,12,0,1,[5120],defense,640,0,0
5,3,1,50,0,12,0,1,[14336],defense,8,0,1
9,2,1,50,0,12,0,1,[14336],attack,16,0,1
8,2,1,50,0,12,0,1,[11264],attack,28,0,1
7,3,1,50,0,12,0,1,[9216],defense,0,0,1
4,9,-1,50,0,12,0,1,[8192],defense,77,0,0
3,10,-1,50,0,12,0,1,[8192],defense,1756,0,0
2,10,-1,50,0,12,0,1,[9216],defense,283,0,0
9,8,1,50,0,12,0,1,[13312],attack,130,0,1
5,7,1,50,0,12,0,1,[11264],attack,0,0,1
8,1,1,50,0,12,0,1,[13312],attack,0,0,1
2,1,-1,50,0,12,0,1,[5120],defense,897,0,0
3,3,-1,50,0,12,0,1,[9216],defense,1181,0,0
3,9,-1,50,0,12,0,1,[8192],defense,1956,0,0
7,8,-1,50,0,12,0,1,[12288],attack,718,0,0
4,7,-1,50,0,12,0,1,[8192],defense,106,0,0
4,3,-1,50,0,12,0,1,[9216],defense,1255,0,0
3,6,-1,50,0,12,0,1,[7168],defense,1359,0,0
4,3,1,50,0,12,0,1,[7168],defense,76,0,1
7,10,1,50,0,12,0,1,[11264],attack,0,0,1
9,5,1,50,0,12,0,1,[14336],attack,32,0,1
7,4,-1,50,0,12,0,1,[5120],attack,1445,0,0
5,2,1,50,0,12,0,1,[8192],defense,0,0,1
3,9,-1,50,0,12,0,1,[12288],defense,204,0,0
7,10,-1,50,0,12,0,1,[12288],attack,128,0,0
6,1,1,50,0,12,0,1,[9216],defense,0,0,1
3,10,-1,50,0,12,0,1,[9216],defense,222,0,0
8,10,-1,50,0,12,0,1,[12288],attack,131,0,0
4,2,1,50,0,12,0,1,[8192],defense,15,0,1
9,4,1,50,0,12,0,1,[11264],attack,102,0,1
8,4,1,50,0,12,0,1,[11264],attack,0,0,1
3,5,-1,50,0,12,0,1,[6144],defense,1340,0,0
2,5,-1,50,0,12,0,1,[6144],defense,2000,0,0
3,9,-1,50,0,12,0,1,[7168],defense,1279,0,0
10,3,1,50,0,12,0,1,[10240],attack,69,0,1
3,4,-1,50,0,12,0,1,[10240],defense,711,0,0
9,5,1,50,0,12,0,1,[11264],attack,0,0,1
7,10,-1,50,0,12,0,1,[12288],attack,99,0,0
4,4,1,50,0,12,0,1,[9216],defense,215,0,1
3,7,-1,50,0,12,0,1,[10240],attack,732,0,0
6,6,-1,50,0,12,0,1,[10240],defense,729,0,0
1,7,-1,50,0,12,0,1,[5120],defense,64,0,0
6,2,1,50,0,12,0,1,[8192],defense,65,0,1
9,5,1,50,0,12,0,1,[12288],attack,14,0,1
2,10,-1,50,0,12,0,1,[5120],defense,428,0,0
8,1,1,50,0,12,0,1,[14336],attack,0,0,1
9,2,1,50,0,12,0,1,[13312],attack,0,0,1
4,5,-1,50,0,12,0,1,[9216],defense,2027,0,0
9,9,1,50,0,12,0,1,[12288],attack,37,0,1
7,8,-1,50,0,12,0,1,[12288],attack,198,0,0
3,10,-1,50,0,12,0,1,[9216],defense,270,0,0
4,8,-1,50,0,12,0,1,[7168],defense,1879,0,0
10,3,1,50,0,12,0,1,[14336],attack,0,0,1
2,8,-1,50,0,12,0,1,[7168],defense,1450,0,0
8,10,-1,50,0,12,0,1,[12288],attack,233,0,0
3,10,-1,50,0,12,0,1,[8192],defense,408,0,0
6,4,1,50,0,12,0,1,[12288],attack,0,0,1
4,7,-1,50,0,12,0,1,[10240],attack,329,0,0
8,7,1,50,0,12,0,1,[11264],attack,0,0,1
4,8,-1,50,0,12,0,1,[7168],defense,463,0,0
4,2,1,50,0,12,0,1,[8192],defense,0,0,1
9,3,1,50,0,12,0,1,[11264],attack,6,0,1
8,8,-1,50,0,12,0,1,[10240],attack,1137,0,0
7,1,1,50,0,12,0,1,[11264],attack,0,0,1
8,4,1,50,0,12,0,1,[12288],attack,0,0,1
3,10,-1,50,0,12,0,1,[8192],defense,1718,0,0
3,6,-1,50,0,12,0,1,[12288],defense,1146,0,0
10,2,1,50,0,12,0,1,[8192],attack,0,0,1
3,8,1,50,0,12,0,1,[9216],defense,139,0,0
1,5,-1,50,0,12,0,1,[5120],defense,1963,0,0
4,4,1,50,0,12,0,1,[8192],defense,110,0,0
8,4,1,50,0,12,0,1,[11264],attack,0,0,1
9,5,1,50,0,12,0,1,[14336],attack,0,0,1
2,5,-1,50,0,12,0,1,[5120],defense,1957,0,0
2,6,-1,50,0,12,0,1,[7168],defense,2308,0,0
4,5,1,50,0,12,0,1,[8192],defense,141,0,0
2,8,-1,50,0,12,0,1,[7168],defense,1652,0,0
3,9,-1,50,0,12,0,1,[7168],defense,1092,0,0
10,3,1,50,0,12,0,1,[14336],attack,0,0,1
